0.000000  0.000000
0.020040  0.000000
0.040080  0.000000
0.060120  0.000000
0.080160  0.000000
0.100200  0.000000
0.120240  0.000000
0.140281  0.000000
0.160321  0.000000
0.180361  0.000000
0.200401  0.000000
0.220441  0.000000
0.240481  0.000000
0.260521  0.000000
0.280561  0.000000
0.300601  0.000000
0.320641  0.000000
0.340681  0.000000
0.360721  0.000000
0.380762  0.000000
0.400802  0.000000
0.420842  0.000000
0.440882  0.000000
0.460922  0.000000
0.480962  0.000000
0.501002  0.000000
0.521042  0.000000
0.541082  0.000000
0.561122  0.000000
0.581162  0.000000
0.601202  0.000000
0.621242  0.000000
0.641283  0.000000
0.661323  0.000000
0.681363  0.000000
0.701403  0.000000
0.721443  0.000000
0.741483  0.000000
0.761523  0.000000
0.781563  0.000000
0.801603  0.000000
0.821643  0.000004
0.841683  0.000249
0.861723  0.004840
0.881764  0.037930
0.901804  0.155454
0.921844  0.401166
0.941884  0.744613
0.961924  1.094495
0.981964  1.366085
1.002004  1.522446
1.022044  1.570707
1.042084  1.538836
1.062124  1.457556
1.082164  1.351669
1.102204  1.238175
1.122244  1.127347
1.142285  1.024683
1.162325  0.932583
1.182365  0.851642
1.202405  0.781459
1.222445  0.721167
1.242485  0.669722
1.262525  0.626070
1.282565  0.589226
1.302605  0.558314
1.322645  0.532571
1.342685  0.511344
1.362725  0.494084
1.382766  0.480329
1.402806  0.469692
1.422846  0.461851
1.442886  0.456536
1.462926  0.453523
1.482966  0.452620
1.503006  0.453664
1.523046  0.456514
1.543086  0.461044
1.563126  0.467137
1.583166  0.474682
1.603206  0.483569
1.623246  0.493683
1.643287  0.504903
1.663327  0.517099
1.683367  0.530120
1.703407  0.543807
1.723447  0.557971
1.743487  0.572413
1.763527  0.586896
1.783567  0.601176
1.803607  0.614968
1.823647  0.627981
1.843687  0.639889
1.863727  0.650367
1.883768  0.659064
1.903808  0.665669
1.923848  0.669928
1.943888  0.671772
1.963928  0.671310
1.983968  0.668846
2.004008  0.664741
2.024048  0.659401
2.044088  0.653176
2.064128  0.646405
2.084168  0.639348
2.104208  0.632249
2.124248  0.625277
2.144289  0.618595
2.164329  0.612298
2.184369  0.606481
2.204409  0.601188
2.224449  0.596469
2.244489  0.592329
2.264529  0.588787
2.284569  0.585825
2.304609  0.583443
2.324649  0.581606
2.344689  0.580302
2.364729  0.579486
2.384770  0.579136
2.404810  0.579203
2.424850  0.579660
2.444890  0.580453
2.464930  0.581551
2.484970  0.582899
2.505010  0.584466
2.525050  0.586194
2.545090  0.588054
2.565130  0.589989
2.585170  0.591973
2.605210  0.593951
2.625251  0.595902
2.645291  0.597776
2.665331  0.599557
2.685371  0.601203
2.705411  0.602704
2.725451  0.604027
2.745491  0.605170
2.765531  0.606111
2.785571  0.606856
2.805611  0.607391
2.825651  0.607734
2.845691  0.607879
2.865731  0.607851
2.885772  0.607652
2.905812  0.607315
2.925852  0.606844
2.945892  0.606278
2.965932  0.605622
2.985972  0.604916
3.006012  0.604165
3.026052  0.603405
3.046092  0.602639
3.066132  0.601899
3.086172  0.601184
3.106212  0.600520
3.126253  0.599902
3.146293  0.599354
3.166333  0.598864
3.186373  0.598453
3.206413  0.598105
3.226453  0.597837
3.246493  0.597632
3.266533  0.597502
3.286573  0.597428
3.306613  0.597422
3.326653  0.597461
3.346693  0.597557
3.366733  0.597687
3.386774  0.597860
3.406814  0.598055
3.426854  0.598279
3.446894  0.598512
3.466934  0.598763
3.486974  0.599010
3.507014  0.599263
3.527054  0.599503
3.547094  0.599740
3.567134  0.599955
3.587174  0.600160
3.607214  0.600337
3.627255  0.600500
3.647295  0.600632
3.667335  0.600747
3.687375  0.600830
3.707415  0.600897
3.727455  0.600933
3.747495  0.600955
3.767535  0.600948
3.787575  0.600930
3.807615  0.600888
3.827655  0.600839
3.847695  0.600770
3.867735  0.600700
3.887776  0.600614
3.907816  0.600531
3.927856  0.600438
3.947896  0.600351
3.967936  0.600259
3.987976  0.600177
4.008016  0.600092
4.028056  0.600020
4.048096  0.599947
4.068136  0.599890
4.088176  0.599833
4.108216  0.599792
4.128257  0.599752
4.148297  0.599729
4.168337  0.599706
4.188377  0.599699
4.208417  0.599692
4.228457  0.599699
4.248497  0.599704
4.268537  0.599723
4.288577  0.599739
4.308617  0.599766
4.328657  0.599789
4.348697  0.599821
4.368737  0.599847
4.388778  0.599882
4.408818  0.599909
4.428858  0.599942
4.448898  0.599967
4.468938  0.599998
4.488978  0.600019
4.509018  0.600046
4.529058  0.600061
4.549098  0.600082
4.569138  0.600093
4.589178  0.600108
4.609218  0.600112
4.629259  0.600122
4.649299  0.600120
4.669339  0.600125
4.689379  0.600119
4.709419  0.600119
4.729459  0.600110
4.749499  0.600106
4.769539  0.600094
4.789579  0.600089
4.809619  0.600076
4.829659  0.600070
4.849699  0.600057
4.869739  0.600051
4.889780  0.600038
4.909820  0.600034
4.929860  0.600023
4.949900  0.600021
4.969940  0.600012
4.989980  0.600012
